17-3-2021,0-50-47,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000002,0.194782
17-3-2021,0-50-53,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000002,0.194491
17-3-2021,0-50-58,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000005,0.208194
17-3-2021,21-10-21,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000212,0.225832
17-3-2021,21-11-42,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000238,0.186301
17-3-2021,21-13-58,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000276,0.177470
17-3-2021,21-14-30,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000281,0.229802
17-3-2021,21-14-58,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000318,0.178974
17-3-2021,21-16-57,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000332,0.228040
17-3-2021,21-17-18,"1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 10, 0, 4, 0, 0, 2048",1,0.05504694055762293,0,0.000276,0.184798
