Date,Time,Features,Suitable Device,Estimated Speedup,Selected Device,Waiting Time,Execution Time
17-3-2021,21-10-21,1-0-0-2-1-0-1-0-0-0-0-0-1-0-0-1-4-1-10-0-4-0-0-8-2000-1000-10000,1,0.05415268837500001,1,0.000212,0.225832
17-3-2021,21-10-21,1-0-0-2-1-0-1-0-0-0-0-0-1-0-0-1-4-1-10-0-4-0-0-8-2000-1000-10000,1,0.05415268837500001,1,0.000212,0.225832
17-3-2021,21-10-21,1-0-0-2-1-0-1-0-0-0-0-0-1-0-0-1-4-1-10-0-4-0-0-8-2000-1000-4048,1,0.05415268837500001,1,0.000212,0.225832
24-5-2021,15-34-5,1-0-0-2-1-0-1-0-0-0-0-0-1-0-0-1-4-1-10-0-4-0-0-8-2000-1000-10000,1,0.05415268837500001,0,0.000004,0.547247
24-5-2021,15-34-32,1-0-0-2-1-0-1-0-0-0-0-0-1-0-0-1-4-1-10-0-4-0-0-8-2000-1000-10000,1,0.05415268837500001,0,0.000004,0.506808
